drug,event,is_anomaly,anomaly_score,count,prr,death_rate
Ibrutinib,Macular oedema,No,0.3807,1,6.655,0.0%
Ibrutinib,Adverse event,No,0.4549,1,0.462,0.0%
Ibrutinib,Temporal arteritis,No,0.4906,1,33.280,0.0%
Ibrutinib,Pain of skin,No,0.3632,1,2.218,0.0%
Ibrutinib,Convulsion,No,0.3694,1,0.563,0.0%
Ibrutinib,Ventricular fibrillation,No,0.3888,1,8.320,0.0%
Ibrutinib,Ventricular tachycardia,No,0.3631,1,1.957,0.0%
Ibrutinib,Facial bones fracture,No,0.3985,1,11.093,0.0%
Ibrutinib,Hypothermia,No,0.3888,1,8.320,0.0%
Ibrutinib,Loss of consciousness,No,0.3679,1,0.519,0.0%
Ibrutinib,Ventricular extrasystoles,No,0.3636,1,3.327,0.0%
Ibrutinib,Staphylococcal infection,No,0.3613,1,1.751,0.0%
Ibrutinib,Peripheral artery bypass,No,0.4906,1,33.280,0.0%
Ibrutinib,Ulcer,No,0.3737,1,5.546,0.0%
Ibrutinib,Pulmonary arterial hypertension,No,0.3744,1,6.655,0.0%
Ibrutinib,Off label use,No,0.3791,1,0.077,0.0%
Ibrutinib,Metabolic acidosis,No,0.4189,1,3.025,100.0%
Ibrutinib,Peritonitis,No,0.4179,1,1.232,100.0%
Ibrutinib,Shock,No,0.4157,1,1.957,100.0%
Ibrutinib,Colitis ischaemic,No,0.4160,1,2.079,100.0%
Ibrutinib,Atrioventricular block,No,0.3744,1,6.655,0.0%
Ibrutinib,Device loosening,No,0.3969,1,0.000,0.0%
Ibrutinib,Ascites,No,0.4624,2,0.707,100.0%
Ibrutinib,Eye haemorrhage,No,0.3663,1,3.025,0.0%
Ibrutinib,Retinal detachment,No,0.3659,1,2.773,0.0%
Ibrutinib,Skin ulcer,No,0.3613,1,1.848,0.0%
Ibrutinib,Blister,No,0.3664,1,0.773,0.0%
Ibrutinib,Tooth fracture,No,0.3895,1,8.320,0.0%
Ibrutinib,Wrist fracture,No,0.3997,1,11.093,0.0%
Ibrutinib,Gingival swelling,No,0.3807,1,6.655,0.0%
Ibrutinib,Mass,No,0.3674,1,1.848,0.0%
Ibrutinib,Pneumonia fungal,No,0.3992,2,5.549,0.0%
Ibrutinib,Muscular weakness,No,0.3807,1,0.253,0.0%
Ibrutinib,Hypokinesia,No,0.3682,1,3.697,0.0%
Ibrutinib,Extradural haematoma,No,0.4069,1,0.000,0.0%
Ibrutinib,Prostatitis,No,0.4837,1,33.280,0.0%
Ibrutinib,Acute coronary syndrome,No,0.3659,1,2.773,0.0%
Ibrutinib,Appendicitis,No,0.3756,1,4.754,0.0%
Ibrutinib,White blood cell count abnormal,No,0.3639,1,3.697,0.0%
Ibrutinib,Incorrect dose administered,No,0.4222,2,2.466,50.0%
Ibrutinib,Respiratory tract infection,No,0.4356,1,0.811,100.0%
Ibrutinib,Visual impairment,No,0.3695,1,0.339,0.0%
Ibrutinib,Neurosensory hypoacusis,No,0.3969,1,0.000,0.0%
Ibrutinib,Vertigo,No,0.3675,1,0.739,0.0%
Ibrutinib,Atrioventricular block complete,No,0.3985,1,11.093,0.0%
Ibrutinib,Dry eye,No,0.3638,1,1.188,0.0%
Ibrutinib,Muscular dystrophy,No,0.3969,1,0.000,0.0%
Ibrutinib,Hip fracture,No,0.3640,1,2.377,0.0%
Ibrutinib,Granulocytopenia,No,0.3969,1,0.000,0.0%
Ibrutinib,Peripheral swelling,No,0.3681,1,0.261,0.0%
Ibrutinib,Acute febrile neutrophilic dermatosis,No,0.3888,1,8.320,0.0%
Ibrutinib,Glaucoma,No,0.3639,1,4.159,0.0%
Ibrutinib,Cardio-respiratory arrest,No,0.4155,1,1.512,100.0%
Ibrutinib,No adverse event,No,0.3638,1,1.232,0.0%
Ibrutinib,Richter^s syndrome,Yes,0.4985,1,16.640,100.0%
Ibrutinib,Haemolysis,No,0.4391,1,6.655,100.0%
Ibrutinib,Rash pruritic,No,0.3705,1,0.594,0.0%
Ibrutinib,Fluid retention,No,0.3664,1,0.756,0.0%
Ibrutinib,Abdominal abscess,No,0.4906,1,33.280,0.0%
Ibrutinib,Metastases to peritoneum,No,0.4327,1,5.546,100.0%
Ibrutinib,Abdominal distension,No,0.4230,1,0.378,100.0%
Ibrutinib,Chronic lymphocytic leukaemia transformation,Yes,0.6540,2,66.601,100.0%
Ibrutinib,Pleurisy,No,0.4309,1,4.754,100.0%
Ibrutinib,Depressed level of consciousness,No,0.4157,1,1.957,100.0%
Ibrutinib,Irritability,No,0.4225,1,4.159,100.0%
Ibrutinib,Swollen tongue,No,0.3638,1,2.559,0.0%
Ibrutinib,Pruritus generalised,No,0.3637,1,1.512,0.0%
Ibrutinib,Organising pneumonia,No,0.4225,1,4.159,100.0%
Ibrutinib,Diffuse alveolar damage,Yes,0.4985,1,16.640,100.0%
Ibrutinib,Granuloma,No,0.4519,1,8.320,100.0%
Ibrutinib,Cardiomyopathy,No,0.3797,2,1.958,0.0%
Ibrutinib,Brain neoplasm,No,0.3638,1,1.663,0.0%
Ibrutinib,Duodenal ulcer haemorrhage,No,0.4268,1,16.640,0.0%
Ibrutinib,Lung neoplasm,No,0.3985,1,11.093,0.0%
Ibrutinib,Cardiac flutter,No,0.3744,1,6.655,0.0%
Ibrutinib,Diffuse large B-cell lymphoma,No,0.4236,1,0.291,100.0%
Ibrutinib,Aortic aneurysm,Yes,0.5555,1,33.280,100.0%
Ibrutinib,Upper respiratory tract infection,No,0.3654,1,0.853,0.0%
Ibrutinib,Pneumonia bacterial,No,0.3639,1,4.159,0.0%
Ibrutinib,Localised intraabdominal fluid collection,Yes,0.5056,1,0.000,0.0%
Ibrutinib,Obstruction gastric,No,0.4268,1,16.640,0.0%
Ibrutinib,Breast cancer,No,0.3748,1,0.773,0.0%
Ibrutinib,Beta 2 microglobulin increased,No,0.4936,2,0.000,0.0%
Ibrutinib,Urinary retention,No,0.3613,1,1.751,0.0%
Ibrutinib,Hodgkin^s disease,No,0.4268,1,16.640,0.0%
Ibrutinib,Eosinophilia,No,0.3638,1,2.559,0.0%
Ibrutinib,Diplopia,No,0.3689,1,1.512,0.0%
Olaparib,Hypoaesthesia,No,0.4267,6,1.711,0.0%
Olaparib,Dysphagia,No,0.4950,5,1.015,0.0%
Olaparib,Yellow skin,No,0.3797,1,5.811,0.0%
Olaparib,Fatigue,Yes,0.7219,86,2.062,9.3%
Olaparib,Headache,Yes,0.5724,16,1.399,6.2%
Olaparib,Dizziness,Yes,0.5474,15,1.287,20.0%
Olaparib,Drug hypersensitivity,No,0.4142,2,2.152,50.0%
Olaparib,Sensation of foreign body,No,0.3939,1,9.685,0.0%
Olaparib,Arthralgia,Yes,0.5601,16,1.904,6.2%
Olaparib,Intestinal metastasis,No,0.4032,1,0.000,0.0%
Olaparib,Metastases to abdominal cavity,No,0.3939,1,9.685,0.0%
Olaparib,Dyspnoea,Yes,0.5112,11,0.504,18.2%
Olaparib,Pneumonitis,No,0.4568,7,1.032,42.9%
Olaparib,Stomatitis,No,0.4237,2,0.312,50.0%
Olaparib,Pneumonia,Yes,0.5195,8,0.433,62.5%
Olaparib,Incorrect dose administered,No,0.4205,2,2.152,50.0%
Olaparib,Pulmonary fibrosis,No,0.4556,2,2.906,100.0%
Olaparib,Off label use,Yes,0.7155,49,3.789,28.6%
Olaparib,Oesophagitis,No,0.3693,1,1.383,0.0%
Olaparib,Rash maculo-papular,No,0.4513,2,0.952,0.0%
Olaparib,Lung infection,No,0.4200,1,0.453,100.0%
Olaparib,Disease progression,Yes,0.5884,19,0.662,31.6%
Olaparib,Herpes zoster,No,0.4702,4,2.644,75.0%
Olaparib,Genital pain,Yes,0.5388,1,29.055,100.0%
Olaparib,Ischaemic stroke,No,0.3899,2,4.152,0.0%
Olaparib,Vomiting,Yes,0.7146,54,1.972,9.3%
Olaparib,Depression,Yes,0.4982,9,4.036,22.2%
Olaparib,Suicidal ideation,Yes,0.5226,4,19.400,25.0%
Olaparib,Asthenia,Yes,0.5925,18,1.027,22.2%
Olaparib,Anxiety,Yes,0.4973,9,2.789,22.2%
Olaparib,Drug intolerance,No,0.4812,8,3.066,0.0%
Olaparib,Cardiopulmonary failure,No,0.4184,1,2.905,100.0%
Olaparib,Anaemia,Yes,0.7237,54,2.870,13.0%
Olaparib,Decreased appetite,Yes,0.6162,26,1.417,19.2%
Olaparib,Diarrhoea,Yes,0.6573,35,0.772,14.3%
Olaparib,Renal failure,Yes,0.4977,11,1.609,36.4%
Olaparib,Small intestinal obstruction,No,0.4099,3,1.779,33.3%
Olaparib,Malaise,Yes,0.5512,13,1.004,7.7%
Olaparib,Peripheral swelling,Yes,0.5635,14,3.586,14.3%
Olaparib,Joint swelling,Yes,0.5152,7,3.920,0.0%
Olaparib,Nausea,Yes,0.7438,112,2.621,6.2%
Olaparib,Somnolence,No,0.4493,3,1.063,33.3%
Olaparib,Pyrexia,Yes,0.5682,14,0.504,28.6%
Olaparib,Constipation,Yes,0.5707,15,1.063,13.3%
Olaparib,Flushing,No,0.4479,3,1.529,33.3%
Olaparib,Death,Yes,0.6906,44,0.882,100.0%
Olaparib,Peritonitis,No,0.4215,2,2.235,50.0%
Olaparib,Post procedural fistula,No,0.4648,1,29.055,0.0%
Olaparib,Malignant neoplasm progression,Yes,0.6733,43,1.955,18.6%
Olaparib,Intestinal obstruction,No,0.4673,7,3.846,28.6%
Olaparib,Tumour marker increased,No,0.4048,4,2.837,0.0%
Olaparib,Pancytopenia,No,0.4634,8,1.071,12.5%
Olaparib,Acute myeloid leukaemia,No,0.4609,5,3.932,60.0%
Olaparib,Pleurisy,No,0.4327,1,4.150,100.0%
Olaparib,Transaminases increased,No,0.4353,1,0.421,100.0%
Olaparib,Myelodysplastic syndrome,Yes,0.5009,6,2.816,83.3%
Olaparib,Rash,Yes,0.6306,23,0.994,8.7%
Olaparib,Hepatotoxicity,No,0.3676,1,0.675,0.0%
Olaparib,Hyperkalaemia,No,0.4501,2,1.937,0.0%
Olaparib,Product difficult to swallow,Yes,0.6262,5,0.000,0.0%
Olaparib,Retching,No,0.4760,2,1.660,0.0%
Olaparib,Mucosal inflammation,No,0.4929,5,1.263,20.0%
Olaparib,Haematocrit decreased,No,0.3968,3,1.709,0.0%
Olaparib,Product use issue,Yes,0.7456,36,18.685,30.6%
Olaparib,Swollen tongue,No,0.3961,2,4.844,0.0%
Olaparib,Hypersensitivity,No,0.4034,3,0.609,0.0%
Olaparib,Pancreatic carcinoma,No,0.4346,2,5.285,50.0%
Olaparib,Blood bilirubin increased,No,0.4415,2,0.854,0.0%
Olaparib,Carbohydrate antigen 125 increased,No,0.4502,6,2.267,0.0%
Olaparib,Pollakiuria,No,0.4715,2,1.529,50.0%
Olaparib,Chills,No,0.4674,7,1.464,28.6%
Olaparib,Malignant peritoneal neoplasm,No,0.4878,1,0.000,100.0%
Olaparib,Abdominal pain lower,No,0.4845,2,4.152,50.0%
Olaparib,Hot flush,No,0.4683,5,5.197,20.0%
Olaparib,Dysgeusia,Yes,0.4977,8,1.314,12.5%
Olaparib,Influenza like illness,No,0.4477,3,1.895,33.3%
Olaparib,Weight decreased,Yes,0.5263,11,1.202,9.1%
Olaparib,Nocturia,No,0.4491,1,7.263,100.0%
Olaparib,Hyperbilirubinaemia,No,0.3638,1,1.210,0.0%
Olaparib,Spinal compression fracture,No,0.3631,1,1.937,0.0%
Olaparib,Breast cancer stage IV,No,0.4648,1,29.055,0.0%
Olaparib,Fallopian tube cancer,No,0.3929,1,0.000,0.0%
Olaparib,Gait disturbance,No,0.4660,5,1.411,20.0%
Olaparib,Hypothyroidism,No,0.4219,2,1.417,50.0%
Olaparib,Neuralgia,No,0.3899,2,4.152,0.0%
Olaparib,Myalgia,No,0.4953,9,2.130,0.0%
Olaparib,Alopecia,No,0.4794,3,0.497,0.0%
Olaparib,Body height decreased,Yes,0.6044,4,29.101,0.0%
Olaparib,Intestinal perforation,No,0.4223,1,0.581,100.0%
Olaparib,Gastrointestinal disorder,No,0.4934,7,3.341,0.0%
Olaparib,Regurgitation,Yes,0.5186,2,0.000,0.0%
Olaparib,Hypotension,No,0.4495,4,0.552,25.0%
Olaparib,Pruritus,Yes,0.5166,7,0.790,0.0%
Olaparib,Chest pain,Yes,0.5014,8,1.321,0.0%
Olaparib,Abdominal pain,Yes,0.6093,20,1.796,10.0%
Olaparib,Epistaxis,No,0.4432,4,1.001,0.0%
Olaparib,Painful respiration,No,0.4032,1,0.000,0.0%
Olaparib,Drug dose omission,No,0.4879,8,1.777,12.5%
Olaparib,Food intolerance,No,0.3823,1,7.263,0.0%
Olaparib,Blood potassium decreased,No,0.4053,4,2.770,0.0%
Olaparib,Lung disorder,No,0.4252,2,0.907,50.0%
Olaparib,Atrial fibrillation,No,0.3905,2,0.337,0.0%
Olaparib,Pleural effusion,No,0.4102,3,0.395,0.0%
Olaparib,Red blood cell count decreased,No,0.4394,7,1.642,0.0%
Olaparib,Blood creatinine increased,Yes,0.5586,14,2.374,7.1%
Olaparib,Ovarian cancer stage IV,No,0.3929,1,0.000,0.0%
Olaparib,Serum ferritin increased,No,0.3724,1,4.842,0.0%
Olaparib,Blood magnesium decreased,No,0.4448,5,5.597,0.0%
Olaparib,White blood cell count decreased,No,0.4647,6,0.511,16.7%
Olaparib,Respiratory tract congestion,No,0.3639,1,4.150,0.0%
Olaparib,Breast cancer,No,0.3676,1,0.675,0.0%
Olaparib,Cough,Yes,0.5242,11,1.356,9.1%
Olaparib,Hypokalaemia,No,0.4262,2,0.592,50.0%
Olaparib,Blood alkaline phosphatase increased,No,0.3850,2,0.937,0.0%
Olaparib,Blood chloride decreased,No,0.3743,1,5.811,0.0%
Olaparib,Blood sodium decreased,No,0.3634,1,1.383,0.0%
Olaparib,Abnormal behaviour,No,0.3638,1,3.631,0.0%
Olaparib,Viral infection,No,0.4144,3,5.131,0.0%
Olaparib,Haemoglobin decreased,Yes,0.6077,21,2.580,9.5%
Olaparib,Blood urea increased,No,0.3634,1,1.383,0.0%
Olaparib,Bronchitis,No,0.4520,2,1.076,0.0%
Olaparib,Hyponatraemia,No,0.4288,2,0.426,50.0%
Olaparib,Influenza,No,0.3956,3,1.557,0.0%
Olaparib,Thrombocytopenia,Yes,0.5369,13,0.829,7.7%
Olaparib,Gastrooesophageal reflux disease,No,0.4279,4,1.875,50.0%
Olaparib,Blood glucose increased,No,0.4746,4,2.585,0.0%
Olaparib,Restless legs syndrome,No,0.3624,1,3.228,0.0%
Olaparib,Joint stiffness,No,0.3775,1,4.842,0.0%
Olaparib,Eye inflammation,No,0.4134,1,14.527,0.0%
Olaparib,Platelet count decreased,Yes,0.5110,11,0.765,9.1%
Olaparib,Neutropenia,No,0.4683,6,0.292,16.7%
Olaparib,Hypomagnesaemia,No,0.4486,3,1.301,33.3%
Olaparib,Ear infection,No,0.4600,1,4.842,0.0%
Olaparib,Angioedema,No,0.3632,1,2.641,0.0%
Olaparib,Non-cardiac chest pain,No,0.3622,1,2.075,0.0%
Olaparib,Acute kidney injury,No,0.4370,5,1.274,0.0%
Olaparib,Back pain,Yes,0.5319,13,1.632,7.7%
Olaparib,Hyperglycaemia,No,0.3695,1,0.350,0.0%
Olaparib,Pain,Yes,0.5390,14,1.410,21.4%
Olaparib,Abdominal pain upper,Yes,0.5809,17,3.048,17.6%
Olaparib,Aphonia,No,0.4742,1,7.263,0.0%
Olaparib,Dehydration,No,0.4950,8,0.569,37.5%
Olaparib,Feeling abnormal,No,0.4846,2,0.652,0.0%
Olaparib,Dry mouth,Yes,0.5164,9,4.301,0.0%
Olaparib,Rhinorrhoea,Yes,0.5111,5,3.730,0.0%
Olaparib,Cognitive disorder,No,0.4822,6,7.942,0.0%
Olaparib,Sinusitis,No,0.4033,4,2.237,0.0%
Olaparib,Neutropenic sepsis,No,0.4653,2,0.952,100.0%
Olaparib,Peritonitis bacterial,Yes,0.6381,2,58.142,100.0%
Olaparib,Erythema,No,0.4883,4,0.712,0.0%
Olaparib,Cytomegalovirus infection,No,0.3804,2,1.709,0.0%
Olaparib,Dyspepsia,Yes,0.6003,15,4.664,13.3%
Olaparib,Hyperthermia,No,0.3624,1,3.228,0.0%
Olaparib,Metastases to central nervous system,No,0.4532,7,1.921,14.3%
Olaparib,Swelling face,No,0.4721,3,1.744,0.0%
Olaparib,Oedema peripheral,No,0.4034,3,0.588,0.0%
Olaparib,Balance disorder,No,0.4477,5,3.162,60.0%
Olaparib,Fall,No,0.4443,5,0.834,20.0%
Olaparib,Disorientation,No,0.4467,1,1.076,0.0%
Olaparib,Increased appetite,Yes,0.5148,2,7.267,0.0%
Olaparib,Drug ineffective for unapproved indication,No,0.4032,1,0.000,0.0%
Olaparib,Frustration,No,0.4651,1,29.055,0.0%
Olaparib,Neoplasm recurrence,No,0.3710,1,1.162,0.0%
Olaparib,Bone marrow failure,No,0.4447,7,2.017,14.3%
Olaparib,Aphasia,No,0.3892,2,2.527,0.0%
Olaparib,Mental status changes,No,0.3737,1,0.660,0.0%
Olaparib,Visual impairment,No,0.4339,4,1.223,0.0%
Olaparib,Intentional product use issue,No,0.4933,4,16.628,0.0%
Olaparib,Gingival pain,Yes,0.5339,3,29.085,0.0%
Olaparib,Herpes virus infection,No,0.4716,1,5.811,0.0%
Olaparib,Hypokinesia,No,0.4770,2,7.267,0.0%
Olaparib,Pain in extremity,Yes,0.5111,10,1.454,0.0%
Olaparib,Blood electrolytes decreased,No,0.3929,1,0.000,0.0%
Olaparib,Neuropathy peripheral,Yes,0.5162,12,1.617,8.3%
Olaparib,Paraesthesia,No,0.4604,5,1.939,0.0%
Olaparib,Oral pain,No,0.4626,4,2.908,0.0%
Olaparib,Muscle spasms,Yes,0.5392,12,2.671,0.0%
Olaparib,Pulmonary thrombosis,No,0.3613,1,1.815,0.0%
Olaparib,Memory impairment,No,0.4331,4,2.077,0.0%
Olaparib,Hyperhidrosis,No,0.4341,3,1.282,0.0%
Olaparib,Haemorrhoids,No,0.4453,1,1.383,0.0%
Olaparib,Local swelling,No,0.4750,3,2.813,0.0%
Olaparib,Flatulence,No,0.4546,6,3.175,0.0%
Olaparib,Cerebrovascular accident,No,0.3686,1,0.293,0.0%
Olaparib,Jugular vein thrombosis,No,0.3743,1,5.811,0.0%
Olaparib,Abdominal distension,No,0.4810,6,2.103,0.0%
Olaparib,Cystitis,No,0.3819,2,1.660,0.0%
Olaparib,Bone pain,No,0.4442,5,1.795,20.0%
Olaparib,Hypophagia,No,0.4169,4,2.114,25.0%
Olaparib,Vulvitis,No,0.4651,1,29.055,0.0%
Olaparib,Radiation skin injury,No,0.3667,1,3.228,0.0%
Olaparib,Neoplasm,No,0.3987,3,2.180,0.0%
Olaparib,Sleep disorder,No,0.4467,1,1.162,0.0%
Olaparib,Chromaturia,No,0.4471,1,1.709,0.0%
Olaparib,Adverse event,No,0.4415,2,0.818,0.0%
Olaparib,Leukaemia,No,0.3660,1,2.905,0.0%
Olaparib,Urticaria,No,0.4360,3,1.210,0.0%
Olaparib,Intentional product misuse,Yes,0.6876,14,29.254,28.6%
Olaparib,Vision blurred,No,0.4778,3,0.880,0.0%
Olaparib,Speech disorder,No,0.3694,1,0.409,0.0%
Olaparib,Intestinal mass,No,0.4824,1,14.527,100.0%
Olaparib,Metastases to pleura,No,0.4540,1,9.685,100.0%
Olaparib,Leukocytosis,No,0.4197,1,0.880,100.0%
Olaparib,Agitation,No,0.4901,2,3.419,50.0%
Olaparib,Metastases to peritoneum,No,0.4321,1,4.842,100.0%
Olaparib,Abdominal discomfort,Yes,0.5801,14,3.270,14.3%
Olaparib,Tachycardia,No,0.4242,1,0.363,100.0%
Olaparib,Biliary dilatation,No,0.4721,1,0.000,100.0%
Olaparib,Heart rate increased,No,0.4256,2,0.754,50.0%
Olaparib,Hepatic neoplasm,No,0.4321,1,4.842,100.0%
Olaparib,Tenderness,No,0.4209,1,3.228,100.0%
Olaparib,Blood lactic acid increased,Yes,0.5388,1,29.055,100.0%
Olaparib,Blood pressure decreased,No,0.4229,1,0.708,100.0%
Olaparib,Metastases to liver,No,0.4434,3,1.076,66.7%
Olaparib,Crepitations,No,0.4540,1,9.685,100.0%
Olaparib,Ascites,No,0.4271,5,1.597,40.0%
Olaparib,Large intestinal obstruction,No,0.4221,1,3.631,100.0%
Olaparib,Sepsis,No,0.4584,4,0.411,50.0%
Olaparib,Secretion discharge,No,0.4342,1,5.811,100.0%
Olaparib,Pulmonary mass,No,0.4185,2,3.229,50.0%
Olaparib,Vascular calcification,Yes,0.5388,1,29.055,100.0%
Olaparib,Drug ineffective,No,0.4602,3,0.325,33.3%
Olaparib,Body temperature increased,No,0.4179,1,1.263,100.0%
Olaparib,Leukopenia,No,0.3887,2,0.527,0.0%
Olaparib,Red blood cell count increased,No,0.4134,1,14.527,0.0%
Olaparib,Arthritis,No,0.3838,2,1.709,0.0%
Olaparib,Product use complaint,Yes,0.5145,1,14.527,0.0%
Olaparib,Thrombosis,No,0.3989,3,0.937,0.0%
Olaparib,Deep vein thrombosis,No,0.4024,3,0.785,0.0%
Olaparib,Oedema,No,0.4409,5,1.840,0.0%
Olaparib,Dysphonia,No,0.4844,4,3.422,0.0%
Olaparib,Muscular weakness,No,0.4403,3,0.675,0.0%
Olaparib,Emotional disorder,No,0.4454,1,3.228,0.0%
Olaparib,Incontinence,No,0.4454,1,3.228,0.0%
Olaparib,Confusional state,No,0.4535,5,0.974,20.0%
Olaparib,Hypertension,No,0.4907,7,1.169,14.3%
Olaparib,Wound,No,0.3710,1,1.210,0.0%
Olaparib,Musculoskeletal stiffness,No,0.3710,1,1.210,0.0%
Olaparib,Petechiae,No,0.4453,1,1.383,0.0%
Olaparib,Musculoskeletal chest pain,No,0.3694,1,1.529,0.0%
Olaparib,Infection,No,0.3977,2,0.267,0.0%
Olaparib,Ageusia,No,0.4375,2,2.906,0.0%
Olaparib,Diverticulitis,No,0.3727,1,0.691,0.0%
Olaparib,Varicose vein,No,0.4651,1,29.055,0.0%
Olaparib,Urinary tract infection,No,0.4265,4,0.592,25.0%
Olaparib,Abdominal infection,No,0.4589,2,19.380,0.0%
Olaparib,Lymphadenopathy,No,0.3874,2,0.785,0.0%
Olaparib,Condition aggravated,No,0.4349,3,2.236,0.0%
Olaparib,Mobility decreased,No,0.3818,2,2.325,0.0%
Olaparib,Dyspnoea exertional,No,0.3977,3,2.236,0.0%
Olaparib,Haemolytic anaemia,Yes,0.4983,6,6.989,0.0%
Olaparib,Limb discomfort,No,0.3858,2,4.471,0.0%
Olaparib,Febrile neutropenia,No,0.4397,3,0.180,33.3%
Olaparib,Weight increased,No,0.4342,3,1.383,0.0%
Olaparib,Cellulitis,No,0.4381,2,1.056,0.0%
Olaparib,Spinal fracture,No,0.3634,1,1.614,0.0%
Olaparib,Colitis,No,0.3734,1,0.138,0.0%
Olaparib,Cardiac failure congestive,No,0.3695,1,0.363,0.0%
Olaparib,Compression fracture,No,0.3743,1,5.811,0.0%
Olaparib,Cataract,No,0.3651,1,1.037,0.0%
Olaparib,Skin discolouration,No,0.3654,1,0.854,0.0%
Olaparib,Product dose omission,No,0.3930,2,4.471,0.0%
Olaparib,Angiopathy,No,0.3639,1,4.150,0.0%
Olaparib,Gallbladder disorder,No,0.3632,1,2.641,0.0%
Olaparib,Dry eye,No,0.3651,1,1.037,0.0%
Olaparib,Upper-airway cough syndrome,Yes,0.5676,3,29.085,0.0%
Olaparib,Nasopharyngitis,No,0.3886,2,0.691,0.0%
Olaparib,Rash pruritic,No,0.3736,1,0.518,0.0%
Olaparib,Loss of personal independence in daily activities,No,0.3686,1,4.150,0.0%
Olaparib,Ovarian cancer,Yes,0.6087,5,16.174,80.0%
Olaparib,Cardiac failure,No,0.4175,2,0.611,50.0%
Olaparib,Laboratory test abnormal,No,0.4363,4,2.585,50.0%
Olaparib,Abscess,No,0.4229,2,3.875,50.0%
Olaparib,Blood count abnormal,No,0.4531,2,0.735,0.0%
Olaparib,Interstitial lung disease,No,0.3905,2,0.349,0.0%
Olaparib,Thrombosis in device,No,0.3632,1,2.641,0.0%
Olaparib,Subileus,No,0.4669,2,11.627,50.0%
Olaparib,Ataxia,No,0.3630,1,2.235,0.0%
Olaparib,Oncologic complication,No,0.4886,1,9.685,0.0%
Olaparib,Sciatica,No,0.4480,1,3.631,0.0%
Olaparib,Gastric disorder,No,0.3894,2,3.875,0.0%
Olaparib,Transient ischaemic attack,No,0.3693,1,1.383,0.0%
Olaparib,Rash erythematous,No,0.3717,1,1.001,0.0%
Olaparib,Sensory loss,No,0.4600,1,4.842,0.0%
Olaparib,Blindness unilateral,No,0.3797,1,5.811,0.0%
Olaparib,Visual acuity reduced,No,0.3717,1,1.001,0.0%
Olaparib,Full blood count decreased,Yes,0.4981,7,2.717,14.3%
Olaparib,Eructation,Yes,0.5723,4,19.400,25.0%
Olaparib,Neck pain,No,0.3710,1,1.210,0.0%
Olaparib,Oropharyngeal pain,No,0.3762,1,0.409,0.0%
Olaparib,Vomiting projectile,Yes,0.5670,1,29.055,0.0%
Olaparib,Generalised erythema,No,0.3639,1,4.150,0.0%
Olaparib,Rash generalised,No,0.4517,2,1.210,0.0%
Olaparib,Creatinine renal clearance decreased,No,0.3675,1,2.641,0.0%
Olaparib,Mouth ulceration,No,0.4785,2,2.235,0.0%
Olaparib,Tooth injury,Yes,0.5670,1,29.055,0.0%
Olaparib,Urinary incontinence,No,0.3866,2,3.419,0.0%
Olaparib,Renal impairment,No,0.4052,4,1.019,0.0%
Olaparib,Pelvic cyst,No,0.4648,1,29.055,0.0%
Olaparib,Rash macular,No,0.3634,1,1.614,0.0%
Olaparib,Hypoxia,No,0.3686,1,0.315,0.0%
Olaparib,Cardiac disorder,No,0.4223,1,0.581,100.0%
Olaparib,Thinking abnormal,No,0.3823,1,7.263,0.0%
Olaparib,Sneezing,No,0.3686,1,4.150,0.0%
Olaparib,Pruritus generalised,No,0.3696,1,1.320,0.0%
Olaparib,Tremor,No,0.3695,1,0.397,0.0%
Olaparib,Fluid retention,No,0.4147,3,2.076,33.3%
Olaparib,Pharyngitis streptococcal,No,0.4134,1,14.527,0.0%
Olaparib,Liver function test abnormal,No,0.3727,1,0.675,0.0%
Olaparib,Blood iron decreased,No,0.4448,1,2.905,0.0%
Olaparib,Vasculitis,No,0.4525,4,8.313,0.0%
Olaparib,Coombs positive haemolytic anaemia,No,0.4032,1,0.000,0.0%
Olaparib,Hepatitis cholestatic,No,0.4134,1,14.527,0.0%
Olaparib,Hepatitis,No,0.3692,1,0.618,0.0%
Olaparib,Paranasal sinus discomfort,Yes,0.5145,1,14.527,0.0%
Olaparib,Drug administration error,No,0.3660,1,2.905,0.0%
Olaparib,Bile duct obstruction,No,0.4752,2,11.627,50.0%
Olaparib,Procedural complication,No,0.4893,1,14.527,100.0%
Olaparib,Duodenal obstruction,No,0.4893,1,14.527,100.0%
Olaparib,Lymphoma,No,0.3686,1,4.150,0.0%
Olaparib,Hepatic cancer,No,0.4651,1,29.055,0.0%
Olaparib,Vitamin D decreased,No,0.3797,1,5.811,0.0%
Olaparib,Ovarian cancer recurrent,Yes,0.5527,4,29.101,0.0%
Olaparib,Herpes simplex,No,0.4824,1,14.527,100.0%
Olaparib,Oesophageal ulcer,No,0.4221,1,3.631,100.0%
Olaparib,Cytopenia,No,0.3696,1,1.709,0.0%
Olaparib,Restlessness,No,0.4713,2,8.305,0.0%
Olaparib,Blister,No,0.4349,2,1.383,0.0%
Olaparib,Acne,No,0.3755,1,0.484,0.0%
Olaparib,White blood cell count increased,No,0.3973,3,1.529,0.0%
Olaparib,Onychoclasis,No,0.4501,2,1.874,0.0%
Olaparib,Autoimmune haemolytic anaemia,No,0.3634,1,1.614,0.0%
Olaparib,Drug specific antibody present,No,0.4032,1,0.000,0.0%
